room_No,dept_Id,room_Type
-0.6773598741444,1.337475914411558,1
-0.4626579801973061,-1.2238851206813497,7
-1.624731981185952,-1.0011580741515316,0
0.7691941363241452,-0.33297693456207744,8
-1.3885598978441487,-0.44434045782698645,9
-0.10303230783592375,-0.5557039810918954,7
0.24585826982810385,-1.4466121672111676,3
0.9087503673897563,1.226112391146649,7
-1.6596210389523547,-1.0011580741515316,0
-1.3805085768211325,-0.33297693456207744,0
0.3612605378246668,0.2238406817624677,6
-0.5565900587991597,1.5602029609413761,1
-0.5914791165655624,1.5602029609413761,0
-1.3858761241698099,-0.44434045782698645,2
0.812134515113564,0.6692947748221039,4
1.2334869819847358,0.6692947748221039,8
-1.0826096989695397,0.33520420502737674,0
-0.1808617443917453,0.8920218213519219,11
-0.9350021468809127,0.5579312515571948,2
1.577010012300086,-0.7784310276217136,3
-0.2560074072732282,-1.4466121672111676,8
-0.6210006269832878,1.448839437676467,2
1.1368711297085436,0.33520420502737674,11
0.09556694406513812,-1.3352486439462588,4
0.22975562778207181,-1.2238851206813497,6
0.5169194109363099,0.7806582980870128,3
-0.07619457109253702,0.2238406817624677,3
-0.01715155025708619,1.226112391146649,6
0.8926477253437243,0.44656772829228575,8
-0.3123666544343403,-0.8897945508866225,3
0.02310505485799392,1.0033853446168308,7
0.4900816741929232,-0.11024988803225937,7
0.14119109652889558,1.5602029609413761,7
0.6859971524196464,-1.4466121672111676,3
-0.8464376156277365,0.8920218213519219,0
-1.7589206649028857,-1.2238851206813497,0
-1.7991772700179658,-1.3352486439462588,0
-0.9994127150650408,0.5579312515571948,0
-0.41166628038487124,0.33520420502737674,8
-1.3939274451928259,-0.44434045782698645,10
1.3918296287707177,-1.3352486439462588,11
0.7584590416267906,1.5602029609413761,11
-1.9065282169915128,-1.6693392137409857,10
0.6725782840479531,-0.33297693456207744,7
0.055310338950058005,1.1147488678817399,7
1.2120167925900265,0.8920218213519219,7
0.19486657001566907,-0.33297693456207744,11
0.7020997944656784,0.6692947748221039,4
0.541073374005358,-1.0011580741515316,11
1.3193677395635734,0.6692947748221039,3
-0.3740934489441298,0.44656772829228575,4
1.5984802016947954,-0.6670675043568045,6
-0.39287986466450053,1.0033853446168308,4
1.5743262386257475,-1.3352486439462588,11
-1.5495863183044691,-0.8897945508866225,2
0.5115518635876326,-1.3352486439462588,6
-0.23453721787851878,-0.22161341129716838,3
1.1959141505439945,0.44656772829228575,6
0.6028001685151475,-1.0011580741515316,6
1.5018643494186033,-1.2238851206813497,11
0.7074673418143558,-0.7784310276217136,7
1.0858794298961087,0.33520420502737674,4
-1.0611395095748304,0.33520420502737674,9
1.6387368068098755,1.226112391146649,8
0.24049072247942652,0.11247715849755868,3
0.7423563995807585,0.6692947748221039,11
0.919485462087111,-1.4466121672111676,4
-1.6515697179293387,-1.0011580741515316,0
-1.648885944255,-1.0011580741515316,0
0.6296379052585342,0.5579312515571948,6
-1.1336013987819746,0.11247715849755868,5
-1.8823742539224646,-1.6693392137409857,2
-0.23722099155285745,-1.4466121672111676,3
1.5635911439283927,0.44656772829228575,8
-0.8034972368383176,1.0033853446168308,0
-0.4599742065229674,0.00111363523264966,3
0.4686114847982138,1.671566484206285,11
1.322051513237912,0.33520420502737674,8
0.3049012906635547,1.5602029609413761,11
1.5260183124876514,-0.6670675043568045,8
0.38004695354503754,-0.7784310276217136,4
1.1637088664519304,0.7806582980870128,11
-0.14597268662534255,-0.6670675043568045,8
0.047259017927041985,-1.1125215974164406,8
1.4428213285831524,-0.5557039810918954,11
-0.041305513326134254,1.1147488678817399,6
0.3988333692654083,-1.1125215974164406,11
-0.9001130891145099,0.6692947748221039,9
1.0322039564093353,1.337475914411558,4
-1.0128315834367343,0.44656772829228575,9
-0.47339307489466076,0.44656772829228575,11
-1.927998406386222,-1.6693392137409857,0
-1.8984768959684966,-1.6693392137409857,10
-0.7444542160028669,1.1147488678817399,1
