ward_No,ward_Name,dept_Id
-0.9898680263941347,5,-0.9702639187721217
0.16497800439902247,14,0.09838340435101978
0.9898680263941347,2,0.8464365305372188
-1.5397947077242096,4,-1.3977228480213781
-0.7698973538621048,2,-0.7565344541474933
0.9348753582611272,1,0.7395717982249046
-1.2648313670591722,6,-1.2908581157090642
-1.3748167033251872,6,-1.2908581157090642
0.10998533626601498,12,-0.008481327961294364
-1.484802039591202,0,-1.3977228480213781
0.8248900219951123,1,0.7395717982249046
-0.6599120175960899,2,-0.7565344541474933
1.2098386989261647,2,1.2738954597864753
0.5499266813300748,8,0.5258423336002763
1.2648313670591722,2,1.3807601920987895
0.0,12,-0.11534606027360851
-0.05499266813300749,12,-0.11534606027360851
1.484802039591202,4,1.7013543890357319
1.5397947077242096,4,1.7013543890357319
-0.8798826901281198,2,-0.7565344541474933
-0.21997067253202995,7,-0.4359402572105509
-0.2749633406650374,7,-0.4359402572105509
-0.3849486769310524,9,-0.542804989522865
0.7698973538621048,11,0.6327070659125905
-1.0998533626601497,2,-1.0771286510844358
0.05499266813300749,12,-0.11534606027360851
1.3748167033251872,2,1.5944896567234177
0.7149046857290974,5,0.5258423336002763
0.32995600879804493,14,0.31211286897564805
-0.10998533626601498,2,-0.22221079258592266
0.8798826901281198,1,0.7395717982249046
-1.6497800439902246,0,-1.3977228480213781
-0.5499266813300748,10,-0.6496697218351792
-1.594787375857217,0,-1.3977228480213781
1.0448606945271421,13,0.9533012628495329
0.4399413450640599,2,0.4189776012879622
0.21997067253202995,14,0.2052481366633339
-0.4399413450640599,9,-0.542804989522865
1.1548460307931572,5,1.1670307274741611
-1.1548460307931572,2,-1.0771286510844358
-0.49493401319706737,10,-0.6496697218351792
-0.7149046857290974,2,-0.7565344541474933
1.7047727121232321,3,1.808219121348046
-0.6049193494630823,10,-0.6496697218351792
-1.3198240351921797,4,-1.2908581157090642
0.6049193494630823,8,0.5258423336002763
-0.9348753582611272,2,-0.8633991864598075
-0.16497800439902247,2,-0.32907552489823677
1.0998533626601497,5,1.0601659951618472
0.3849486769310524,14,0.31211286897564805
