bed_No,ward_No
-1.6298606248528296,-1.5174682921956946
0.12297566882524007,-0.44056225841832347
0.6772322043756178,-0.8174793702404034
0.199185942463417,-0.7097887668626662
1.1656707763293883,0.15173606015923072
0.33428597300382157,0.4209625686035735
-1.1587425696350084,-0.6559434651737976
1.449727250798957,-1.355932387129089
-0.015588465062354374,1.6594045074475505
1.12410153616311,1.0671061888699962
-1.5051529043539946,-1.2482417837513518
-1.2418810499675652,-0.8174793702404034
1.473975974229286,-1.2482417837513518
1.1344938462046794,0.367117266914705
0.5386680704880233,-0.17133574997398066
-0.5837014140014916,0.5286531719813107
0.5698450006127321,1.0671061888699962
-0.8677578884710602,0.0440454567814936
1.4116221139798684,-0.494407560107192
0.722265547889086,-1.355932387129089
-0.673768101028428,0.4209625686035735
0.8123322349160224,1.0132608871811277
1.647181141588779,-1.5713135938845633
-1.5605785579090323,-1.355932387129089
1.3735169771607798,1.4978686023809447
-1.7233914152269558,-1.6251588955734317
0.15415259894994882,-1.4097776888179576
-0.5178834504048843,0.6901890770479163
1.4012298039382989,1.4978686023809447
0.12643977217242994,-1.0328605769958776
-0.5386680704880233,0.6363437753590477
1.7129991051853863,-0.8174793702404034
-0.06408591192301243,1.6055592057586818
0.2615398027128345,-1.5713135938845633
-1.6160042114640703,-1.463622990506826
-1.62293241815845,-1.463622990506826
-0.9301117487204776,-0.11749044828511208
1.6056119014225005,-1.5174682921956946
-1.0652117792608822,-0.44056225841832347
-0.5767732073071119,0.5824984736701793
-1.719927311879766,-1.6251588955734317
-1.023642539094604,-0.3328716550405863
0.050229498534252986,0.0440454567814936
1.0374989524833633,0.5286531719813107
-0.6703039976812382,0.4209625686035735
-1.3527323570776408,-1.0328605769958776
-0.24075518262969534,1.2824873956254705
-1.4635836641877162,-1.1943964820624833
-1.4393349407573872,-1.1405511803736148
-0.7395860646250353,0.3132719652258364
-1.4462631474517669,-1.1405511803736148
1.7026067951438166,1.0671061888699962
1.0028579190114648,0.0440454567814936
1.3665887704664001,-0.27902635335171777
-0.3516064897397709,1.0671061888699962
-0.6114142407790105,0.4748078702924421
0.0675500152702023,-0.00979984490737496
1.442799044104577,-1.4097776888179576
1.4635836641877162,0.6901890770479163
-1.7129991051853863,-1.6251588955734317
0.8019399248744529,-0.6020981634849292
-0.11951156547805021,1.4978686023809447
-1.394301597243919,-1.086705878684746
-0.8088681315688325,0.20558136184809928
-0.4936347269745552,0.7440343787367849
1.2765220834394637,0.9594155854922591
1.0340348491361735,-0.06364514659624353
-0.4139603499891884,0.9055702838033906
0.45552959015546673,1.4978686023809447
-0.4104962466419985,0.9055702838033906
-0.03290898179830368,1.6055592057586818
-1.321555426952932,-0.979015275307009
1.3873733905495393,1.1747967922477334
-0.8642937851238703,0.0440454567814936
0.08140642865896174,1.4978686023809447
-1.6991426917966268,-1.6251588955734317
-1.0513553658721229,-0.3867169567294549
0.3585346964341506,1.6055592057586818
-1.449727250798957,-1.1405511803736148
0.9820732989283256,1.120951490558865
0.30310904287911283,-0.9251699736181405
1.0305707457889837,1.3901779990032077
-0.9023989219429588,-0.06364514659624353
-0.7257296512362759,0.367117266914705
-0.9993938156642749,-0.27902635335171777
0.7534424780137948,-0.3867169567294549
-0.48670652028017547,0.7440343787367849
-0.17493721903308798,1.3901779990032077
-0.9439681621092372,-0.17133574997398066
1.5605785579090323,-0.7097887668626662
1.546722144520273,-1.355932387129089
1.0271066424417938,-1.4097776888179576
0.0051961550207847915,-0.9251699736181405
-0.12297566882524007,1.4978686023809447
-0.4763142102386059,0.7440343787367849
-0.10911925543648063,1.4978686023809447
1.5086170077011845,-1.6251588955734317
-0.24768338932407508,1.2824873956254705
-1.7060708984910065,-1.6251588955734317
-1.1933836031069072,-0.7097887668626662
0.14376028890837922,1.3901779990032077
-0.20611414915779674,1.336332697314339
-0.06062180857582257,1.6055592057586818
-0.2684680094072142,1.2824873956254705
0.9647527821923763,1.336332697314339
1.5571144545618425,0.3132719652258364
-0.573309103959922,0.5824984736701793
0.2650039060600244,0.4209625686035735
1.5051529043539946,-1.3020870854402204
0.23382697593531562,0.20558136184809928
0.32735776630944186,-1.5713135938845633
0.10565515208929076,-0.9251699736181405
0.2823244227959737,-1.5713135938845633
0.7188014445418962,-1.4097776888179576
-0.17840132238027784,1.3901779990032077
